CPT Code,Invalid Gender,Description
59140,M,SURGICAL TREATMENT OF ECTOPIC PREGNANCY; CERVICAL  WITH EVACUATION
59150,M,LAPAROSCOPIC TREATMENT OF ECTOPIC PREGNANCY; WITHOUT SALPINGECTOMY AND/OR OOPHORECTOMY
59151,M,LAPAROSCOPIC TREATMENT OF ECTOPIC PREGNANCY; WITH SALPINGECTOMY AND/OR OOPHORECTOMY
59160,M,CURRETTAGE POSTPARTUM
59200,M,INSERTION OF CERVICAL DILATOR (EG LAMINARIA PROSTAGLANDIN) (SEPARATE PROCEDURE)
59300,M,EPISIOTOMY OR VAGINAL REPAIR BY OTHER THAN ATTENDING PHYSICIAN
59320,M,CERCLAGE OF CERVIX DURING PREGNANCY; VAGINAL
59325,M,CERCLAGE OF CERVIX DURING PREGNANCY; ABDOMINAL
59350,M,HYSTERORRHAPHY OF RUPTURED UTERUS
59400,M,ROUTINE OBSTETRIC CARE INCLUDING ANTEPARTUM CARE VAGINAL DELIVERY (WITH OR WITHOUT EPISIOTOMY AND/OR FORCEPS) AND POSTPARTUM CARE
59409,M,VAGINAL DELIVERY ONLY (WITH OR WITHOUT EPISIOTOMY AND/OR FORCEPS);
59410,M,VAGINAL DELIVERY ONLY (WITH OR WITHOUT EPISIOTOMY AND/OR FORCEPS); INCLUDING POSTPARTUM CARE
59412,M,EXTERNAL CEPHALIC VERSION WITH OR WITHOUT TOCOLYSIS
59414,M,DELIVERY OF PLACENTA (SEPARATE PROCEDURE)
59425,M,ANTEPARTUM CARE ONLY; 4-6 VISITS
59426,M,ANTEPARTUM CARE ONLY; 7 OR MORE VISITS
59430,M,POSTPARTUM CARE ONLY (SEPARATE PROCEDURE)
59510,M,ROUTINE OBSTETRIC CARE INCLUDING ANTEPARTUM CARE CESAREAN DELIVERY AND POSTPARTUM CARE
59514,M,CESAREAN DELIVERY ONLY;
59515,M,CESAREAN DELIVERY ONLY; INCLUDING POSTPARTUM CARE
59525,M,SUBTOTAL OR TOTAL HYSTERECTOMY AFTER CESAREAN DELIVERY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE)
59610,M,ROUTINE OBSTETRIC CARE INCLUDING ANTEPARTUM CARE VAGINAL DELIVERY (WITH OR WITHOUT EPISIOTOMY AND/OR FORCEPS) AND POSTPARTUM CARE AFTER PREVIOUSC
59612,M,VAGINAL DELIVERY ONLY  AFTER PREVIOUS CESAREAN DELIVERY (WITH OR WITHOUT EPISIOTOMY AND/OR FORCEPS);
59614,M,"VAGINAL DELIVERY ONLY  AFTER PREVIOUS CESAREAN DELIVERY (WITH OR WITHOUT EPISIOTOMY AND/OR FORCEPS); INCLUDING POSTPARTUM CA""""RE"""""
59618,M,ROUTINE OBSTETRIC CARE INCLUDING ANTEPARTUM CARE CESAREAN DELIVERY  AND POSTPARTUM CARE FOLLOWING ATTEMPTEDVAGINAL DELIVERY AFTER PREVIOUS CESAREAND
59620,M,CESAREAN DELIVERY ONLY FOLLOWING ATTEMPTED VAGINAL DELIVERY AFTER PREVIOUS CESAREAN DELIVERY;
59622,M,CESAREAN DELIVERY ONLY  FOLLOWING ATTEMPTED VAGINAL DELIVERY AFTER PREVIOUS CESAREAN DELIVERY; INCLUDING POSTPARTUM CARE
59812,M,TREATMENT OF INCOMPLETE ABORTION ANY TRIMESTER COMPLETED SURGICALLY
59820,M,TREATMENT OF MISSED ABORTION COMPLETED SURGICALLY; FIRST TRIMESTER
59821,M,TREATMENT OF MISSED ABORTION  COMPLETED SURGICALLY; SECOND TRIMESTER
59830,M,TREATMENT OF SEPTIC ABORTION  COMPLETED SURGICALLY
59840,M,INDUCED ABORTION BY DILATION AND CURETTAGE
59841,M,INDUCED ABORTION  BY DILATION AND EVACUATION
59850,M,INDUCED ABORTION BY ONE OR MORE INTRA-AMNIOTIC INJECTIONS (AMNIOCENTESIS-INJECTIONS) INC HOSP ADMISSION & VISITS  DELIVER OF FETUS& SECUNDINES;WIT
59851,M,INDUCED ABORTION BY ONE OR MORE INTRA-AMNIOTIC INJECTIONS (AMNIOCENTESIS-INJECTIONS) INC HOSP ADMISSION & VISITS  DELIVER OF FETUS& SECUNDINES;WIT
59852,M,INDUCED ABORTION BY ONE OR MORE INTRA-AMNIOTIC INJECTIONS (AMNIOCENTESIS-INJECTIONS)  INC HOSP ADMISSION & VISITS  DELIVER OF FETUS& SECUNDINES;WIT
59855,M,INDUCED ABORTION BY ONE OR MORE VAGINAL SUPPOSITORIES (EG PROSTAGLANDIN) W W/O CERVICAL DILATION (EG LAMINARIA) INC HOSP ADM/VISITS DELIVERYFET
59856,M,INDUCED ABORTION BY ONE OR MORE VAGINAL SUPPOSITORIES (EG PROSTAGLANDIN) W W/O CERVICAL DILATION (EG LAMINARIA) INC HOSP ADM/VISITS DELIVERYFET
59857,M,INDUCED ABORTION BY ONE OR MORE VAGINAL SUPPOSITORIES (EG PROSTAGLANDIN) W W/O CERVICAL DILATION (EG LAMINARIA) INC HOSP ADM/VISITS DELIVERYFET
59866,M,MULTIFETAL PREGNANCY REDUCTION(S) (MPR)
59870,M,UTERINE EVACUATION AND CURETTAGE FOR HYDATIDIFORM MOLE
59871,M,REMOVAL OF CERCLAGE SUTURE UNDER ANESTHESIA (OTHER THAN LOCAL)
64435,M,INJECTION  ANESTHETIC AGENT; PARACERVICAL (UTERINE) NERVE
74440,F,VASOGRAPHY VESICULOGRAPHY OR EPIDIDYMOGRAPHY RADIOLOGICAL SUPERVISION AND INTERPRETATION
74445,F,CORPORA CAVERNOSOGRAPHY RADIOLOGICAL SUPERVISION AND INTERPRETATION
74710,M,PELVIMETRY  WITH OR WITHOUT PLACENTAL LOCALIZATION
74740,M,HYSTEROSALPINGOGRAPHY RADIOLOGICAL SUPERVISION AND INTERPRETATION
74742,M,TRANSCERVICAL CATHETERIZATION OF FALLOPIAN TUBE RADIOLOGICAL SUPERVISION AND INTERPRETATION
74775,M,PERINEOGRAM (EG VAGINOGRAM  FOR SEX DETERMINATION OR EXTENT OF ANOMALIES)
76801,M,ULTRASOUND PREGNANT UTERUS REAL TIME WITH IMAGE DOCUMENTATION  FETAL&MATERNAL EVALUATION  FIRST TRIMESTER (<14 WEEKS 0 DAYS)  TRANSABDOMINAL APPRO
76802,M,ULTRASOUND PREGNANT UTERUS REAL TIME WITH IMAGE DOCUMENTATION  FETAL&MATERNAL EVAL  1ST TRIMESTER (<14 WEEKS 0 DAYS) TRANSABDOMINAL APPROACH; EAADDIT
76805,M,ULTRASOUND PREGNANT UTERUS REAL TIME WITH IMAGE DOCUMENTATION FETAL AND MATERNAL EVALUATION AFTER FIRST TRIMESTER (> OR= 14 WEEKS 0 DAYS)TRANSAB
76810,M,ULTRASOUND PREGNANT UTERUS REAL TIME WITH IMAGE DOCUMENTATION  FETAL&MATERNAL EVAL  AFTER 1ST TRIMESTER (>/= 14 WEEKS 0 DAYS)  TRANSABDOMINAL APPR; EAADDIT
76811,M,ULTRASOUND PREGNANT UTERUS REAL TIME WITH IMAGE DOCUMENTATION FETAL AND MATERNAL EVALUATION PLUS DETAILEDFETAL ANATOMICEXAMINATION TRANSABDOMINA
76812,M,ULTRASOUND PREGNANT UTERUS REAL TIME WITH IMAGE DOCUMENTATION  FETAL&MATERNAL EVAL+DETAILED FETAL ANATOMIC EXAMINATION TRANSABDOMINAL APPROACH
76815,M,ULTRASOUND PREGNANT UTERUS REAL TIME WITH IMAGE DOCUMENTATION LIMITED (EG FETAL HEART BEAT PLACENTAL LOCATION FETAL POSITION AND/OR QUALITATI
76816,M,ULTRASOUND PREGNANT UTERUS REAL TIME WITH IMAGE DOCUMENTATION F/U (EG RE-EVAL ORGAN SYST(S) SUSPECTED/CONFMED BE ABNORMPREVIOUS SCAN)  TRANSABDOM APPR /FETUS
76817,M,ULTRASOUND PREGNANT UTERUS REAL TIME WITH IMAGE DOCUMENTATION TRANSVAGINAL
76818,M,FETAL BIOPHYSICAL PROFILE; WITH NON-STRESS TESTING
76819,M,FETAL BIOPHYSICAL PROFILE; WITHOUT NON-STRESS TESTING
76825,M,ECHOCARDIOGRAPHY  FETAL CARDIOVASCULAR SYSTEM  REAL TIME WITH IMAGE DOCUMENTATION (2D) WITH OR WITHOUT M-MODE RECORDING
76826,M,ECHOCARDIOGRAPHY FETAL CARDIOVASCULAR SYSTEM REAL TIME WITH IMAGE DOCUMENTATION (2D) WITH OR WITHOUT M-MODE RECORDING; FOLLOW-UP OR REPEAT STUDY
76827,M,DOPPLER ECHOCARDIOGRAPHY  FETAL CARDIOVASCULAR SYSTEM  PULSED WAVE AND/OR CONTINUOUS WAVE WITH SPECTRAL DISPLAY; COMPLETE
76828,M,DOPPLER ECHOCARDIOGRAPHY FETAL CARDIOVASCULAR SYSTEM PULSED WAVE AND/OR CONTINUOUS WAVE WITH SPECTRAL DISPLAY; FOLLOW-UPOR REPEAT STUDY
76830,M,ULTRASOUND TRANSVAGINAL
76831,M,HYSTEROSONOGRAPHY WITH OR WITHOUT COLOR FLOW DOPPLER
76870,F,ULTRASOUND SCROTUM AND CONTENTS
76873,F,ECHOGRAPHY TRANSRECTAL; PROSTATE VOLUME STUDY FOR BRACHYTHERAPY TREATMENT PLANNING (SEPARATE PROCEDURE)
76941,M,ULTRASONIC GUIDANCE FOR INTRAUTERINE FETAL TRANSFUSION OR CORDOCENTESIS IMAGING SUPERVISION AND INTERPRETATION
76945,M,ULTRASONIC GUIDANCE FOR CHORIONIC VILLUS SAMPLING IMAGING SUPERVISION AND INTERPRETATION
76946,M,ULTRASONIC GUIDANCE FOR AMNIOCENTESIS IMAGING SUPERVISION AND INTERPRETATION
76948,M,ULTRASONIC GUIDANCE FOR ASPIRATION OF OVA IMAGING SUPERVISION AND INTERPRETATION
78761,F,TESTICULAR IMAGING; WITH VASCULAR FLOW
80055,M,OBSTETRIC PANEL
81025,M,URINE PREGNANCY TEST BY VISUAL COLOR COMPARISON METHODS
82106,M,ALPHA-FETOPROTEIN; AMNIOTIC FLUID
82120,M,AMINES VAGINAL FLUID QUALITATIVE
82143,M,AMNIOTIC FLUID SCAN (SPECTROPHOTOMETRIC)
82731,M,FETAL FIBRONECTIN  CERVICO VAGINAL SECRETIONS SEMI-QUANT
82757,F,"FRUCTOSE, SEMEN"
83632,M,LACTOGEN HUMAN PLACENTAL (HPL) HUMAN CHORIONIC SOMATOMAMMOTROPIN
83661,M,FETAL LUNG MATURITY ASSESSMENT; LECITHIN SPHINGOMYELIN (L/S) RATIO
83662,M,FETAL LUNG MATURITY ASSESSMENT; FOAM STABILITY TEST
83663,M,FETAL LUNG MATURITY ASSESSMENT; FLUORESCENCE POLARIZATION
83664,M,FETAL LUNG MATURITY ASSESSMENT; LAMELLAR BODY DENSITY
84066,F,PHOSPHATASE  ACID; PROSTATIC
84152,F,PROSTATE SPECIFIC ANTIGEN (PSA); COMPLEXED (DIRECT MEASUREMENT)
84153,F,PROSTATE SPECIFIC ANTIGEN (PSA); TOTAL
84154,F,PROSTATE SPECIFIC ANTIGEN (PSA); FREE
84830,M,OVULATION TESTS BY VISUAL COLOR COMPARISON METHODS FOR HUMAN LUTEINIZING HORMONE
85460,M,"HEMOGLOBIN, OR RBCS, FETAL, FOR FETOMATERNAL HEMORRHAGE; DIFFERENTIAL LYSIS (KLEIHAUER-BETKE)"
85461,M,"HEMOGLOBIN, OR RBCS, FETAL, FOR FETOMATERNAL HEMORRHAGE; ROSETTE"
88141,M,CYTOPATHOLOGY INTERPRETATION BY PHYSICIAN
88142,M,CYTOPATHOLOGY; PAP SMEAR PRESERVED AUTO THIN LAYER MAX 3
88143,M,CYTPATH C/VAG T/LAYER REDO
88147,M,CYTPATH C/VAG AUTOMATED
88148,M,CYTOPATHOLOGY SMEARS  CERVICAL OR VAGINAL; SCREENING BY AUTOMATED SYSTEM WITH MANUAL RESCREENING UNDER PHYSICIAN SUPERVISION
88150,M,CYTOPATHOLOGY SMEARS CERVICAL OR VAGINAL UP TO THREE SMEARS; SCREENING BY TECHNICIAN UNDER PHYSICIAN SUPERVISION
88152,M,CYTOPATHOLOGY; PAP SMEAR WITH PHYSICIAN RESCREEN
88153,M,CYTPATH C/VAG REDO
88154,M,CYTPATH C/VAG SELECT
88155,M,CYTOPATHOLOGY SMEARS CERVICAL OR VAGINAL UP TO THREE SMEARS; WITH DEFINITIVE HORMONAL EVALUATION (EG MATURATION INDEX KARYOPYKNOTIC IND EXESTROG
88164,M,CYTPATH TBS C/VAG MANUAL
88165,M,"CYTPATHOLOGY, SLIDES, CERVICAL OR VAGINAL (THE BETHESDA SYSTEM); WITH MANUAL SCREENING AND RESCREENING UNDER PHYSICIAN SUPERVISION"
88166,M,CYTPATH TBS C/VAG AUTO REDO
88167,M,CYTPATH TBS C/VAG SELECT
88174,M,CYTOPATHOLOGY CERVICAL/VAGINAL (ANY RPTING SYSTEM) COLLECTED PRESERVATIVE FLUID AUTOMATED THIN LAYR PREPARATION; SCREENING AUTOMATED SYSTEM UNDER P
88175,M,CYTOPATHOLOGY CERVICAL/VAGINAL (ANY REPORTING SYSTEM) COLLECTED PRESERVATIVE FLUID AUTOMATED THIN LAYER PREPARATION; WITHSCREENING AUTOMATED SYS
88235,M,TISSUE CULTURE FOR CHROMOSOME ANALYSIS; AMNIOTIC FLUID OR CHORIONIC VILLUS CELLS
88267,M,"CHROMOSOME ANALYSIS, AMNIOTIC FLUID OR CHORIONIC VILLUS, COUNT 15 CELLS, 1 KARYOTYPE, WITH BANDING"
88269,M,"CHROMOSOME ANALYSIS, IN SITU FOR AMNIOTIC FLUID CELLS, COUNT CELLS FROM 6-12 COLONIES, 1 KARYOTYPE,  WITH BANDING"
89250,M,CULTURE AND FERTILIZATION OF OOCYTE(S)
89251,M,CULTURE AND FERTILIZATION OF OOCYTE(S); WITH CO-CULTURE OF EMBRYOS
89254,M,OOCYTE IDENTIFICATION FROM FOLLICULAR FLUID
93980,F,DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF PENILE VESSELS; COMPLETE STUDY
93981,F,DUPLEX SCAN OF ARTERIAL INFLOW AND VENOUS OUTFLOW OF PENILE VESSELS; FOLLOW-UP OR LIMITED STUDY
99500,M,"HOME VISIT FOR PRENATAL MONITORING AND ASSESSMENT TO INCLUDE FETAL HEART RATE, NON-STRESS TEST, UTERINE MONITORING, AND GESTATIONAL DIABETES MONITORING"
99501,M,HOME VISIT FOR POSTNATAL ASSESSMENT AND FOLLOW-UP CARE
A4261,M,CERVICAL CAP FOR CONTRACEPTIVE USE
A4266,M,DIAPHRAGM FOR CONTRACEPTIVE USE
A4281,M,TUBING FOR BREAST PUMP REPLACEMENT
A4282,M,ADAPTER FOR BREAST PUMP REPLACEMENT
A4283,M,CAP FOR BREAST PUMP BOTTLE REPLACEMENT
A4284,M,BREAST SHIELD AND SPLASH PROTECTOR FOR USE WITH BREAST PUMP REPLACEMENT
A4285,M,POLYCARBONATE BOTTLE FOR USE WITH BREAST PUMP REPLACEMENT
A4286,M,LOCKING RING FOR BREAST PUMP REPLACEMENT
A4326,F,MALE EXTERNAL CATHETER SPECIALTY TYPE (E.G. INFLATABLE FACEPLATE ETC.)  EACH
A4327,M,FEMALE EXTERNAL URINARY COLLECTION DEVICE; METAL CUP  EACH
A4328,M,FEMALE EXTERNAL URINARY COLLECTION DEVICE; POUCH  EACH
A4470,M,GRAVLEE JET WASHER
A4480,M,VABRA ASPIRATOR
A4561,M,PESSARY RUBBER ANY TYPE
A4562,M,PESSARY  NON RUBBER  ANY TYPE
E0325,F,URINAL; MALE  JUG-TYPE  ANY MATERIAL
E0326,M,URINAL; FEMALE  JUG-TYPE  ANY MATERIAL
E0602,M,BREAST PUMP  MANUAL  ANY TYPE
E0603,M,BREAST PUMP  ELECTRIC (AC AND/OR DC)  ANY TYPE
E0604,M,BREAST PUMP  HEAVY DUTY HOSPITAL GRADE PISTON OPERATED PULSATILE VACUUM SUCTION/RELEASE CYCLES VACUUM REGULATOR SUPPLIES TRANSFORMER ELECTRIC (AC A
G0101,M,CERVICAL OR VAGINAL CANCER SCREENING; PELVIC AND CLINICAL BREAST EXAMINATION
G0102,F,PROSTATE CANCER SCREENING; DIGITAL RECTAL EXAMINATION
G0103,F,PROSTATE CANCER SCREENING; PROSTATE SPECIFIC ANTIGEN TEST (PSA)  TOTAL
G0123,M,SCREENING CYTOPATHOLOGY CERVICAL OR VAGINAL (ANY REPORTING SYSTEM) COLLECTED IN PRESERVATIVE FLUID AUTOMATED THIN LAYER PREPARATION  SCREENINGBY C
G0124,M,SCREENING CYTOPATHOLOGY CERVICAL OR VAGINAL (ANY REPORTING SYSTEM) COLLECTED IN PRESERVATIVE FLUID AUTOMATED THIN LAYER PREPARATION REQUIRING 
G0141,M,SCREENING CYTOPATHOLOGY SMEARS CERVICAL OR VAGINAL PERFORMED BY AUTOMATED SYSTEM WITH MANUAL RESCREENING REQUIRING INTERPRETATIONBY PHYSICIAN
G0143,M,SCREENING CYTOPATHOLOGY CERVICAL OR VAGINAL (ANY REPORTING SYSTEM) COLLECTED IN PRESERVATIVE FLUID AUTOMATED THIN LAYER PREPARATN W MANUAL SCREE
G0144,M,SCREENING CYTOPATHOLOGY CERVICAL/VAGINAL COLLECTED IN PRESERVATIVE FLUID AUTOMATED THIN LAYER PREPARATIONW  SCREENING B
G0145,M,SCREENING CYTOPATHOLOGY CERVICAL/VAGINAL (ANY RPTING SYSTEM) COLLECTED PRESERVATIVE FLUID AUTOMATED THIN LAYR PREPARATION
G0147,M,SCREENING CYTOPATHOLOGY SMEARS CERVICAL OR VAGINAL PERFORMED BY AUTOMATED SYSTEM UNDER PHYSICIAN SUPERVISION
G0148,M,SCREENING CYTOPATHOLOGY SMEARS CERVICAL OR VAGINAL PERFORMED BY AUTOMATED SYSTEM WITH MANUAL RESCREENING
H1000,M,PRENATAL CARE AT-RISK ASSESSMENT
H1001,M,PRENATAL CARE AT-RISK ENHANCED SERVICE; ANTEPARTUM MANAGEMENT
H1002,M,PRENATAL CARE AT RISK ENHANCED SERVICE; CARE COORDINATION
H1003,M,PRENATAL CARE AT-RISK ENHANCED SERVICE; EDUCATION
H1004,M,PRENATAL CARE AT-RISK ENHANCED SERVICE; FOLLOW-UP HOME VISIT
H1005,M,PRENATAL CARE AT-RISK ENHANCED SERVICE PACKAGE (INCLUDES H1001-H1004)
J1055,M,INJECTION  MEDROXYPROGESTERONE ACETATE FOR CONTRACEPTIVE USE  150 MG
J1056,M,INJECTION MEDROXYPROGESTERONE ACETATE/ESTRADIOL CYPIONATE 5MG/25MG
J7300,M,INTRAUTERINE COPPER CONTRACEPTIVE
J7302,M,LEVONORGESTREL-RELEASING INTRAUTERINE CONTRACEPTIVE SYSTEM 52 MG
L7900,F,VACUUM ERECTION SYSTEM
L8330,F,TRUSS ADDITION TO STANDARD PAD SCROTAL PAD
P3000,M,SCREENING PAPANICOLAOU SMEAR CERVICAL OR VAGINAL UP TO THREE SMEARS BY TECHNICIAN UNDER PHYSICIAN SUPERVISION
P3001,M,SCREENING PAPANICOLAOU SMEAR CERVICAL OR VAGINAL UP TO THREE SMEARS REQUIRING INTERPRETATION BY PHYSICIAN
Q0091,M,SCREENING PAPANICOLAOU SMEAR; OBTAINING PREPARING AND CONVEYANCE OF CERVICAL OR VAGINAL SMEAR TO LABORATORY
Q0114,M,FERN TEST
Q0115,M,POST-COITAL DIRECT QUALITATIVE EXAMINATIONS OF VAGINAL OR CERVICAL MUCOUS
S0128,M,INJECTION FOLLITROPIN BETA 75 IU
S0132,M,INJECTION GANIRELIX ACETATE  250 MCG
S0190,M,MIFEPRISTONE ORAL 200 MG
S0199,M,MEDICALLY INDUCED ABORTION BY ORAL INGESTION OF MEDICATION INCLUDING ALL ASSOCIATED SERVICES AND SUPPLIES EXCEPT DRUGS
S0610,M,ANNUAL GYNECOLOGICAL EXAMINATION NEW PATIENT
S0612,M,ANNUAL GYNECOLOGICAL EXAMINATION ESTABLISHED PATIENT
S2260,M,INDUCED ABORTION 17 TO 24 WEEKS ANY SURGICAL METHOD
S2265,M,ABORTION FOR FETAL INDICATION 25-28 WEEKS
S2266,M,ABORTION FOR FETAL INDICATION 29-31 WEEKS
S2267,M,ABORTION FOR FETAL INDICATION 32 WEEKS OR GREATER
S2400,M,REPAIR CONGENITAL DIAPHRAGMATIC HERNIA IN THE FETUS USING TEMPORARY TRACHEAL OCCLUSION PROCEDURE PERFORMED IN UTERO
S2401,M,REPAIR URINARY TRACT OBSTRUCTION IN THE FETUS PROCEDURE PERFORMED IN UTERO
S2402,M,REPAIR CONGENITAL CYSTIC ADENOMATOID MALFORMATION IN THE FETUS PROCEDURE PERFORMED IN UTERO
S2403,M,REPAIR EXTRALOBAR PULMONARY SEQUESTRATION IN THE FETUS PROCEDURE PERFORMED IN UTERO
S2404,M,REPAIR MYELOMENINGOCELE IN THE FETUS PROCEDURE PERFORMED IN UTERO
S2405,M,REPAIR OF SACROCOCCYGEAL TERATOMA IN THE FETUS PROCEDURE PERFORMED IN UTERO
S2411,M,FETOSCOPIC LASER THERAPY FOR TREATMENT OF TWIN-TO-TWIN TRANSFUSION SYNDROME
S3650,M,SALIVA TEST HORMONE LEVEL; DURING MENOPAUSE
S3652,M,SALIVA TEST HORMONE LEVEL; TO ASSESS PRETERM LABOR RISK
S4005,M,INTERIM LABOR FACILITY GLOBAL (LABOR OCCURRING BUT NOT RESULTING IN DELIVERY)
S4011,M,IN VITRO FERTILIZATION; INCLUDING BUT NO LIMITED IDENTIFICATION & INCUBATION MATURE OOCYTES FERTILIZATION W SPERM  INCUBATION EMBRYO(S) & SUBSEQUE
S4013,M,COMPLETE CYCLE GAMETE INTRAFALLOPIAN TRANSFER (GIFT) CASE RATE
S4014,M,COMPLETE CYCLE ZYGOTE INTRAFALLOPIAN TRANSFER (ZIFT) CASE RATE
S4015,M,COMPLETE IN VITRO FERTILIZATION CYCLE NOT OTHERWISE SPECIFIED CASE RATE
S4016,M,FROZEN IN VITRO FERTILIZATION CYCLE CASE RATE
S4017,M,INCOMPLETE CYCLE TREATMENT CANCELLED PRIOR TO STIMULATION CASE RATE
S4018,M,FROZEN EMBRYO TRANSFER PROCEDURE CANCELLED BEFORE TRANSFER CASE RATE
S4020,M,IN VITRO FERTILIZATION PROCEDURE CANCELLED BEFORE ASPIRATION CASE RATE
S4021,M,IN VITRO FERTILIZATION PROCEDURE CANCELLED AFTER ASPIRATION CASE RATE
S4022,M,ASSISTED OOCYTE FERTILIZATION CASE RATE
S4023,M,DONOR EGG CYCLE INCOMPLETE CASE RATE
S4028,F,MICROSURGICAL EPIDIDYMAL SPERM ASPIRATION (MESA)
S4030,F,SPERM PROCUREMENT AND CRYOPRESERVATION SERVICES; INITIAL VISIT
S4031,F,SPERM PROCUREMENT AND CRYOPRESERVATION SERVICES; SUBSEQUENT VISIT
S4035,M,STIMULATED INTRAUTERINE INSEMINATION (IUI) CASE RATE
S4981,M,INSERTION OF LEVONORGESTREL-RELEASING INTRAUTERINE SYSTEM
S4989,M,CONTRACEPTIVE INTRAUTERINE DEVICE (E.G. PROGESTACERT IUD) INCLUDING IMPLANTS AND SUPPLIES
S4993,M,CONTRACEPTIVE PILLS FOR BIRTH CONTROL
S8055,M,US MULTFET PRG REDUCTION(S) TECHNICAL COMPONENT (BE USED WHEN THE DR DOING THE REDUCTN PROC DOES NO PERF THEUS  IS D THE CPT CD MULTFET PRG REDUCT
S8415,M,SUPPLIES FOR HOME DELIVERY OF INFANT
S9001,M,HOME UTERINE MONITOR WITH OR WITHOUT ASSOCIATED NURSING SERVICES
S9208,M,HOME MGT PRETERM LABOR ADMINISTRATIVE SVCS PROFSIONAL PHARMACY SVCS CARE COORDINATION AND ALL NECESSARYSUPPLIES AND EQUIP (DRGS&NURSE VSTS CDDS
S9209,M,HOME MGT PRETERM PREMATURE RUPTURE MEMBRANES (PPROM) ADMINISTRATIVE SVCS  PROFSIONAL PHARMACY SVCS  CARE COORDINATION& ALL /EQUIP (DRGS&NURSE VST
S9211,M,HOME MGT GESTATIONAL HTN ADMINISTRATIVE SVCS PROFSIONAL PHARMACY SVCS CARE COORDINATION AND SUPPLIES & EQUIPMENT (DRGS&NURSE VSTS CDDE SEPARATE
S9212,M,HOME MGT PSTPT HTN  ADMINISTRATIVE SVCS PROFSIONAL PHARMACY SVCS CARE COORDINATION AND SUPPLIES & EQUIP (DRGS&NURSE VSTSCDD SEP) PER DIEM (NOT C
S9213,M,HOME MGT PREECLAMPSIA ADMINISTRATIVE SVCS PROFSIONAL PHARMACY SVCS CARE COORDINATION SUP&EQUIP (DRGS&NURSE SVCS CODE SEPARATELY) PER DIEM (DONO 
S9214,M,HOME MGT GESTATIONAL DIABETES ADMINISTRATIVE SVCS PROFSIONAL PHARMACY SVCS CARE COORDINATION SUP & EQUIP (DRGS & NURSE VSTSCODE SEPARATELY)  PERDIEM
S9349,M,HOME INFUSION THERAPY TOCOLYTIC INFUSION THERAPY; ADMINISTRATIVE SVCS PROFESSIONAL PHARMACY SVCS CARE COORDINATION AND ALL NECESSARY SUPPL & E QU
S9443,M,LACTATION CLASSES NON-PHYSICIAN PROVIDER PER SESSION
